title,date_published,content,baseline_sentiment,vader_sentiment,most_common_words
Oil Prices Rise As Fears Of Omicron Lockdowns Subside,2021-12-07T09:30:00-06:00,"Oil prices rose early on Tuesday for the second day in a row, as traders are cautiously optimistic that the new Omicron COVID variant would not lead to massive lockdowns around the world to the point of severely reducing global oil demand. nbsp  As of 1000 a.m. EST on Tuesday, WTI Crude was up 2.85% at $71.55 and Brent Crude had gained 2.30% to $74.86.  Oil prices had started to rebound on Monday after Saudi Arabia signaled optimism about demand by hiking its official January crude oil selling prices for Asia and the United Statesmdashits biggest markets. Amid heightened worry about the course of the pandemic after the emergence of Omicron, Saudi Arabia injected a dose of confidence in markets by raising its official selling price for its flagship Arab Light to a nearly two-year high.  The market was also relieved on Monday that early reports into Omicron have shown milder symptoms, although the variant is thought to be much more transmissible.  ldquoAlthough itrsquos too early to make any definitive statements about it, thus far it does not look like therersquos a great degree of severity to it,rdquo the White Housersquos chief medical advisor, Dr. Anthony Fauci, told CNN on Monday, but cautioned it was still too early to make sweeping assessments of the severity of the variant. ldquoThe signals are a bit encouraging,rdquo he added.  ldquoInvestors have begun to recalibrate their assessment of the economic impact of the Omicron, setting aside the worst fears triggered by news of the heavily-mutated variant about 10 days ago,rdquo Vanda Insights said in a note on Tuesday.  ldquoYesterdayrsquos optimism can quickly turn into gloom again unless scientific evidence confirms that the economic impact of the latest variant is, in fact, negligible. Yesterdayrsquos impressive performance is being followed-through this morning, partly due to a decent jump in Chinese crude oil imports last month,rdquo broker PVM Oil Associates commented on the oil market on Tuesday.  Finally, a stalemate in the Iran nuclear talks is also bullish for the market, with Germany saying on Monday that Iran should return to the talks with realistic proposals that donrsquot breach previously reached compromises. nbsp  By Tsvetana Paraskova for Oilprice.com",1,-0.8822,"[' ', 'variant', 'early', 'Tuesday', 'Omicron', 'oil', 'Monday', 'rdquo', 'Oil', 'prices', 'market']"
"Putin $100 Oil Is ""Quite Possible""",2021-10-13T11:00:00-05:00,"It is ldquoquite possiblerdquo that the WTI Crude oil prices reach $100 per barrel in light of growing global demand for energy commodities, Russian President Vladimir Putin said on a CNBC panel at the Russian Energy Week on Wednesday.  Asked by CNBCrsquos Hadley Gamble whether the U.S. benchmark could hit $100 a barrel, Putin replied ldquoThat is quite possible.rdquo  However, Russia and its allies in the OPEC oil producer group want a stable oil market without any shock spikes in prices, Putin said.  ldquoRussia and our partners and OPEC  group, I would say we are doing everything possible to make sure the oil market stabilizes,rdquo Putin said, according to a translation.  ldquoWe are trying not to allow any shock peaks in prices. We certainly do not want to have that mdash it is not in our interests,rdquo the Russian president added.  The OPEC group decided last week to stick to their planned 400,000 barrels per day bpd increase in collective production in November, despite calls from oil importing nations to add more supply and despite an expected additional demand from a gas-to-oil switch due to record high natural gas prices in Europe and Asia.    Oil prices could hit $100 in case of a colder winter, some analysts and investment banks have said in recent weeks. Record-high natural gas prices are forcing some utilities to switch to oil derivatives instead, boosting demand for crude.  Surging natural gas prices, a cold winter, and reopening of international airline travel could push oil prices to $100 per barrel and trigger the next economic crisis, Bank of America said in early October.  Recovering global oil demand could send oil prices to $100 a barrel at some point at the end of 2022, despite COVID challenges to demand this coming winter, according to one of the worldrsquos largest independent oil traders, Trafigura.  By Tsvetana Paraskova for Oilprice.com",-1,0.4356,"['oil', 'prices', ' ', '$', '100', 'demand', 'said', 'barrel', 'Putin', 'gas', 'Russian']"
This Key Indicator Is Pointing To Higher Oil Prices,2021-10-12T10:00:00-05:00,"Wild spikes in the prompt timespread for oil product futures in the United States have suggested that crude oil supply is set to tighten further, adding upward pressure to prices, Bloomberg has reported.  According to the report, the timespread, which is the price difference between oil derivative futures for immediate delivery and those for delivery during the next month, has logged intraday differences of as much as $0.54.  It normally moves by just a few cents a day.  According to some observers, this means that the government may soon start releasing oil from its strategic reservemdashsomething there have been reports about as Washington struggles to keep prices at the pump under control.  Cushing is the only place where there's surplus crude and that's going to start being pulled quickly, according to hedge fund manager Gary Ross, who spoke to Bloomberg. That sets the stage for an explosive move on WTI structure. It has doubled in the last two days and it could double again quite quickly.nbsp  Some are already talking about three-digit prices for oil before this year's end.  There is still plenty of momentum behind the oil rally and the fundamentals remain extremely favourable, Craig Erlam, senior market analyst at OANDA, told Reuters this week. Will it be a surprise to see oil back in the triple digits later this year Probably not.  In the United States, The market is worried about Cushing balances as October is looking like a draw, ICAP energy specialist Scott Shelton told Bloomberg. We could see stocks under 30 million barrels by the end of the year.  U.S. prices at the pump have jumped by $1 per gallon since last December and by $0.40 over the past six months. West Texas Intermediate, meanwhile, has hit the highest in seven years, at over $80 per barrel.  By Irina Slav for Oilprice.com  More Top Reads from Oilprice.com    High Natural Gas Prices Could Lead To 2 Million Bpd Extra Oil Demand  Is America Doomed To Replicate Europersquos Energy Crisis  A Cold Winter Could Send Oil Prices Soaring Past $100",-1,-0.905,"[' ', 'oil', '$', 'prices', 'Bloomberg', 'year', 'timespread', 'futures', 'United', 'States', 'crude']"
Brent Crude Nears $85 As Global Energy Crisis Worsens,2021-10-11T08:45:00-05:00,"Oil prices extended Fridayrsquos rally into Monday, with the U.S. benchmark topping $81 and trading just shy of $82 a barrel as Europe and Asia continue to struggle to secure energy supply for the winter.  As of 821 a.m. EDT on Monday, the front-month WTI Crude contract traded at $81.75, up by 3.00%. The international benchmark, Brent Crude, was up 2.35% at $84.34.  Oil extended the rally from last week, which saw the U.S. benchmark topping the $80 per barrel for the first time since 2014.  Chinarsquos coal and power crisis worsened over the weekend, with coal futures in China closing at a new record high on Monday after sixty coal mines in the countryrsquos top coal-producing region were forced to shut amid heavy rain, flooding, and landslides. The weather-related setbacks for Chinese coal production come at a time when the worldrsquos second-largest economy is grappling with a shortage of coal supply and a power crisis, which threaten to slow economic growth.  Europersquos natural gas prices rose on Monday, after the softness seen at the end of last week, following forecasts of colder weather. Gas prices in the UK and at the Dutch TTF hub, the European gas price benchmark, were off the record highs from last week. Yet, the latest data from Gas Infrastructure Europe GIE, cited by ING, shows that gas storage sites across Europe are just over 76 percent full at the moment, compared to a five-year average of nearly 91 percent.  The tighter coal and natural gas markets globally raise the outlook for gas-to-oil switch, which is set to boost oil demand.  Crude oil ldquostarted the week on a strong footing as the global power crunch continues to raise expectations for higher gas-to-oil switching demand at a time where OPEC maintains its modest pace of oil monthly oil production increases,rdquo Saxo Bankrsquos strategy team said in note on Monday.  ldquoWith WTI already trading at seven-year high, Brent may now target the 2018 high at $86.74,rdquo the bankrsquos analysts added.nbsp  By Tsvetana Paraskova for Oilprice.com  More Top Reads from Oilprice.com    High Natural Gas Prices Could Lead To 2 Million Bpd Extra Oil Demand  Is America Doomed To Replicate Europersquos Energy Crisis  A Cold Winter Could Send Oil Prices Soaring Past $100",-1,-0.9694,"[' ', '$', 'coal', 'gas', 'oil', 'Monday', 'Oil', 'benchmark', 'week', 'prices', 'Europe']"
WTI Oil Price Breaks $80 For The First Time Since 2014,2021-10-08T09:45:00-05:00,"Oil prices rose early on Friday, headed to another week of gains with the U.S. benchmark reaching $80 per barrel, as the world scrambles for natural gas and coal supply for the winter.  As of 1029 a.m. EDT on Friday, WTI Crude was up 2.03% at $80.05, and the international benchmark, Brent Crude, had risen 1.76% to $83.39.    Oil prices were headed to a 4-percent gain this week amid restricted supply and rising demand, also due to a gas-to-oil switch amid record-high natural gas prices in Europe and Asia.  The OPEC group kick-started this weekrsquos oil price rally after it decided on Monday to keep plans for easing the cutsnbspunchanged, despite calls for more supply from consuming countries, including the United States. OPEC will increase supply in November by 400,000 barrels per day bpdmdashthe minimum the market was expecting ahead of the meeting. As a result of the decision, WTI Crude prices hit their highest level in seven years.  Oil settled lower on Wednesday after the EIA reported a crude inventory build and energy prices globally fell after Russian President Vladimir Putin suggested that Russia could increase natural gas supply to Europe this winter.  On Thursday, prices reversed losses after reports that the U.S. Department of Energy was walking back previous comments that it was considering a release of the Strategic Petroleum Reserve and a ban on crude oil exports.  Tighter energy supply ahead of the winter continued to support oil prices early on Friday.  ldquoUS commercial inventories of distillates mdash which include diesel for public transportation and industrial use and heating needed in winter mdash have slumped to the lowest level since 2000 when measured on the basis of demand cover,rdquo Vanda Insights said.  ldquoIn general, the risk of tightening markets into the winter months have not gone away, and especially the prospect of gas-to-oil switching could add another layer of demand for crude oil,rdquo Saxo Bank said on Friday.  ldquoA break higher in Brent could see it target the 2018 high at $86.74,rdquo the bankrsquos strategy team added.  By Tsvetana Paraskova for Oilprice.com  More Top Reads from Oilprice.com    A Very Predictable Global Energy Crisis  The Real Reason OPEC Refused To Boost Production Further  Natural Gas Stocks To Watch As The Energy Crisis Goes Global",-1,-0.8797,"[' ', 'prices', 'supply', 'oil', 'gas', 'winter', 'Friday', '$', 'Oil', 'natural', 'Crude']"
One Of Wall Street's Biggest Oil Bears Sees Higher Crude Prices On The Horizon,2021-10-07T18:00:00-05:00,"There has been a major dichotomy on Wall Street regarding the oil price trajectory, with some viewing the massive oil and gas rally as being temporary and transitory while the bulls have been saying this rally still has legs to run.nbsp  Standard Chartered Global Research has been providing regular commodities updates, and made waves in August when they declared that a Brent price of $65/bbl or lower was more likely than $75/bbl or higher. Stanchart said its bearish view was informed by the fact that ...a significant amount of money has already entered the market in the Wall Street-generated belief mistaken according to our analysis that the balances are much tighter and justify USD 80-100/bbl.  More recently, Stanchart maintained its bearish tone, saying that the oil price rally is not fully justified, and that the fundamental case for USD 80/bbl is not any stronger today than it was a few months ago.  Well, the energy bull market has continued defying all bearish expectations, and has forced Stanchart to do a 180 and join the bull camp.  In its latest commodity update, coming shortly after the October 4th OPEC meeting, Stanchart analysts say  We think the market has concluded that OPEC does not see USD 80 per barrel bbl as a ceiling, and that it is unlikely to cool prices in the short term. These factors lead us to change our price views we raise our 2021 average Brent price forecast by USD 6/bbl to USD 71/bbl, and our 2022 forecast by USD 8/bbl to USD 67/bbl. We see the market as, at best, balanced over the next six months even with a high estimate of 700kb/d of substitution from gas to oil and with no OPEC increases after December. Our view is broadly in line with that of the Energy Information Administration EIA and is more bullish than that of the OPEC Secretariat, particularly for Q1. Our own and other models imply that extreme tightness is a market fear rather than a base case however, OPEC has yet to address that fear.    Terse OPEC Meeting  Stanchart's sudden bullishness has been informed by OPEC latest meeting, a short and terse affair followed by a brief press release with no discussion of either crude prices or the spill-over from overheating gas markets. OPEC confirmed that it would stick to its July agreement to boost output by 400,000 barrels per day bpd each month until at least April 2022 to phase out 5.8 million bpd of existing production cuts.  In effect, the ministers failed to challenge the market narrative that assumes tight balances and an associated lack of spare capacity, meaning prices are likely to remain elevated for longer than anticipated. This also suggests that the oil producers are willing to defend a higher price floor than what many previously thought.  But just how high  The bulls have received yet another shot in the arm after J.P. Morgan's global markets strategy team came out and encouraged investors to buy on any dips despite the recent spike in energy prices because the economy can support $150 oil.  For instance, the economy and the consumer were functioning just fine in the period over 2010-2015, when oil averaged $100. Adjusting for inflation, consumer balance sheets, total oil expenditures, wages, and prices of other assets housing, stocks, etc. we think even with oil at $130 or $150 equity markets and the economy could function well with some rebalancing at capital rotation, JPM strategist Marko Kolanovic has said.  JPM isnbspnot the only ultrabull.  Opportune LLP says the U.S. economy is headed for pandemic-induced hyperinflation, arguing that what took five years to do with the last QE has now been duplicated in less than a year. The analysts say that with such rapid expansion of the money supply, it's only a question of when hyperinflation will hit. The experts argue that given the government's insatiable appetite for spending, the dollar could be set for massive devaluation that will propel WTI prices north of $180/bbl by the end of 2022.  With OPEC willing to defend higher oil prices and the Biden administration discouraging drilling at home, it appears that its sole option to push prices lower is to start selling its strategic oil reserves.  By Alex Kimani for Oilprice.com  More Top Reads from Oilprice.com    A Very Predictable Global Energy Crisis  The Real Reason OPEC Refused To Boost Production Further  Natural Gas Stocks To Watch As The Energy Crisis Goes Global",1,-0.5782,"[' ', 'oil', 'bbl', 'OPEC', 'prices', '$', 'USD', 'price', 'market', 'Stanchart', 'economy']"
Oil Prices Fall Further On Possible Emergency Reserve Release And Export Ban,2021-10-07T09:00:00-05:00,"A release of crude oil from the U.S. emergency reserve is one option the Department of Energy is considering in a bid to tame prices at the gas pump. Another is a ban on oil exports, Energy Secretary Jennifer Granholm said, as quoted by the Financial Times.  Granholm called the emergency reserve release and the export ban tools, saying ldquoall tools are on the tablerdquo as the administration tries to bring gasoline prices under control.  U.S. prices at the pump are at seven-year highs thanks to a strong rebound in demand coinciding with higher international oil prices, according to the AAA, which earlier this month reported that the U.S. average stood at $3.20 per gallon, which was $1.02 more than the average this time last year.  ldquoGlobal economic uncertainty and supply chain concerns caused by the lingering COVID-19 pandemic could be playing a role in keeping crude oil prices elevated,rdquo AAA spokesperson Andrew Gross said in a statement earlier this week.  The Biden administration has, since its entry into office, signaled that it would wage war on the U.S. oil and gas industry as it seeks to implement an ambitious energy transition agenda leaning heavily on the electrification of transport. However, this agenda has clashed with the political realities of gas prices and ruling party popularity just a year before midterms.  It was this clash and the eventual prevailing of political realities that had the White House reach out to OPEC and ask it to boost production as a way of taming U.S. retail gasoline prices. OPEC, however, dug its heels in and refused to cooperate, forcing the Biden administration to consider alternative measures.  ldquoSPR [releases] came on the table a nanosecond after Jake Sullivan was rebuffed in Riyadh and the administration realizednbspshale producersnbspwouldnrsquot be able to increase production quickly enough,rdquo Bob McNally, president of Rapidan Energy Group, told the FT.By Charles Kennedy for Oilprice.com  More Top Reads from Oilprice.com    WTI Crude Oil Price Hits 7-Year High  The Real Reason OPEC Refused To Boost Production Further  Natural Gas Stocks To Watch As The Energy Crisis Goes Global",-1,-0.7968,"[' ', 'prices', 'oil', 'U.S.', 'Energy', 'administration', 'gas', 'year', 'OPEC', 'release', 'crude']"
Saudi Arabia Cuts Oil Prices After Latest Rally,2021-10-06T09:00:00-05:00,"Saudi Arabia has cut its official crude oil selling price for Asian buyers following the latest price rise spurred by the OPEC decision to stick to monthly additions of 400,000 bpd in total rather than boosting output more to cap international prices.  Bloomberg reports that Aramco had cut the prices for all grades for its biggest market, with Arab Light now selling for $0.40 per barrel less, for a total price of $1.30 above the Dubai benchmark.  It is the lowest premium since March.  The Kingdom also cut the prices for most of its oil shipments to the Mediterranean Northwest Europe and the United States.  Earlier this week, Aramco's chief executive Amin Nasser said the global gas crunch had boosted oil demand by half a million barrels daily. Nasser also said he expected oil demand to reach 99 million bpd by the end of this year and rise further to top 100 million bpd in 2022. This appears to have strengthened Aramco's resolve to boost its maximum sustained production capacity to 13 million bpd.  Our maximum sustained capacity from 12 to 13 million bpd... is not going to come to full capacity at 13 million bpd until 2027,nbspNasser said, however, asnbspquotednbspby Reuters, during an energy conference.  With the demand outlook so bright and prices so favorable, it makes sense for the world's top exporter of oil to give buyers a little break and lower prices. Bloomberg notes that Asia accounts for as much as 60 percent of Aramco's oil exports.  International crude oil prices, meanwhile, continue strong. At the time of writing, Brent crude was trading above $82 per barrel, with West Texas Intermediate climbing closer to $79 per barrel. The trend reflects the shift from gas to oil for some power plants as gas becomes prohibitively expensive.  By Irina Slav for Oilprice.com  More Top Reads from Oilprice.com    WTI Crude Oil Price Hits 7-Year High  The Real Reason OPEC Refused To Boost Production Further  Natural Gas Stocks To Watch As The Energy Crisis Goes Global",-1,0.6491,"[' ', 'oil', 'bpd', 'prices', 'million', 'Aramco', '$', 'cut', 'crude', 'price', 'barrel']"
Hyperinflation Could Send Oil Prices Above $180,2021-10-05T19:00:00-05:00,"Last year, shortly after the World Health Organization WHO declared Covid-19 a global pandemic, governments everywhere unveiled massive monetary and fiscal stimuli over $15T globally in a bid to forestall the economic fallout of the pandemic. The U.S. federal government stepped in with a broad array of measures, pumping about $4 trillion into the economy sending cash directly to households, boosting unemployment benefits, and creating several new grant and loan programs for businesses.  It was not long before politically influential players such as Republican Senator Pat Toomey of Pennsylvania started warning of elevated asset prices and signs of inflation thanks to the unprecedented level of government largesse. More alarmingly, economic experts chimed in with even more dire warnings of hyperinflation. For instance, last year, the New York Times bestselling author and founder of 'The Bear Traps Report' Lawrence 'Larry' McDonald warned of the 'cobra effect' whereby the stimuli designed to save the economynbspwill instead ...cause a hyperinflationary economic collapse.  True to word, U.S. inflation quickly shot up and has remained stubbornly high, fueled by rising consumer demand, supply chain constraints, and a commodity price boom, including the huge oil and gas rally. In August, the consumer price index or CPI rose by 5.4% on a year-over-year basis, marking the largest such increase since July 2008.  Oil prices and inflation are connected in a cause-and-effect relationship. As oil prices climb, inflation tends to follow in the same direction. On the other hand, inflation tends to fall in tandem with falling oil prices. That's the case because oil is a major input in the economy, and if input costs rise, so should the cost of end products.  Oil Prices and Inflation  President Joe Biden has lately sought to soothe fears that rising inflation could hurt the U.S. recovery and undermine his $4-trillion spending plans. This comes after U.S. inflation has skyrocketed even as the economy continues to recover following the Covid-19 related lockdowns.Rising inflation is mainly being driven by demand for goods and services outpacing the ability of companies to keep up with supply-side bottlenecks hampering diverse industries, including the semiconductor and solar sectors. Significant stimulus funding, as well as a surge in the U.S. personal savings rate, has added to this.  Related Natural Gas Stocks To Watch As The Energy Crisis Goes Global  Republicans have already seized on the alarming inflation trend to oppose Biden's ambitious spending plans saying the country can ill-afford additional government spending proposals that might juice the economy.nbsp  The Biden administration will probably be feeling a little jittery about high oil and gasoline prices not only because of the role that oil has historically played in dictating inflation trends but also because of the risk they pose to his future political ambitions. It's a well-known fact that gas prices have an outsized impact on the consumer psyche.nbsp  Gas prices currently sit at an average of $3.20 per gallon nationally. While that is only about 25 cents higher than the average during the last 10 years, it's more than a full dollar higher than prices last year.  Thankfully, the oil-inflation nexus has weakened considerably since the 1980s.  For instance, during the 1990s and the Gulf War oil crisis, inflation remained stable despite crude oil prices doubling in six months to around $30 from $14. This decoupling between the two metrics became even more apparent during the 1999 to 2005 oil price rally when the annual average nominal price of oil rose to $50 from $16.50 while CPI rose by a much smaller margin to 196.80 in Dec. 2005 from 164.30 in Jan. 1999.  The price correlation between crude and gasoline has changed quite a lot over the years - in ways that do not favor the consumer. Most states have raised gas taxes, refiners face new rules that add cost and there's a shortage of drivers for the trucks that deliver gas to filling stations.  Is high inflation bullish for oil  The relationship between high oil prices and high inflation is, therefore, not quite as simple or straightforward.  Indeed, some experts have even made a somewhat roundabout argument that high inflation and a weakening dollar will push oil prices higher and not the other way round.  Opportune LLP says the U.S. economy is headed for pandemic-induced hyperinflation, arguing that what took five years to do with the last QE has now been duplicated in less than a year. The analysts say that with such rapid expansion of the money supply, it's only a question of when hyperinflation will hit.    Source JD Supra  The analysts say that their models currently value West Texas Intermediate WTI crude oil in the $90/bbl range, good for nearly 16% upside compared to current oil prices.nbsp  But here's where it gets interesting The experts argue that given the government's insatiable appetite for spending, the dollar could be set for massive devaluation that will propel WTI prices north of $180/bbl by the end of 2022.  We are not quite sanguine about those ultra-bullish prospects for the simple reason that they would not go down well with the Biden administration.  Related WTI Crude Oil Price Hits 7-Year High  According to petroleum analyst Patrick De Haan of GasBuddy, one-hundred-dollar oil today could get us close to the $4 per gallon mark. The $4 threshold is regarded as an unmistakable pain point for drivers, with $4.17 being the all-time high for gas prices after oil prices hit $145/bbl in the summer of 2008.  This is not lost on Republicans, who have again seized the moment and are blaming Biden for rising gas prices.  The government still has the option to sell its strategic oil reserves if the oil rally shows no signs of slowing down and if OPEC or even U.S. shale producers fail to beat it to the punch, as Pimco analysts recently pointed out.  By Alex Kimani for Oilprice.com  More Top Reads from Oilprice.com    The Energy Transition Will Take Decades Not Years  Endemic Corruption Could Crush Iraqrsquos New National Oil Company  Hedge Funds Scramble To Buy Crude Oil Futures As Market Tightens",-1,-0.9896,"[' ', 'oil', 'prices', 'inflation', '$', 'U.S.', 'high', 'year', 'gas', 'government', 'price']"
WTI Crude Oil Price Hits 7-Year High,2021-10-05T09:00:00-05:00,"The benchmark U.S. oil price jumped on Tuesday morning, hitting the highest level in seven years after OPEC decided to continue making only small monthly additions to oil supply. nbspnbsp  As of 757 a.m. EDT on Tuesday, the U.S. oil price, WTI Crude, was up by 0.98% on the day at $78.41. This is the highest level since 2014, before prices crashed.  Brent Crude, the international benchmark, was also up to a multi-year high. After closing up 2.5 percent at $81.62 on Mondaymdashthe highest level since October 2018mdashBrent prices had risen above $82 on Tuesday morning and traded at $82.24, up 1.16%, at 757 a.m. EDT.  Mondayrsquos decision of the OPEC group to keep plans for easing the cuts unchangedmdashdespite calls for more supply from consuming countries, including the United Statesmdashcontinued to drive the market on Tuesday.  ldquoThe lack of urgency alarmed traders who reacted by sending Brent to a three-year and WTI to a near seven-year high,rdquo Saxo Bank said in a Tuesday note.  ldquoThe risk of higher prices is real with demand destruction the next focus, but in the winter months ahead, this level could be substantially higher,rdquo the bankrsquos strategy team said.  In addition, oil was caught again in the broader energy price rally, which saw record-high gas prices in Europe, yet again, and coal prices in Europe and Asia surging to multi-year highs.  Rallying gas prices are already boosting oil demand with gas-to-oil switch, especially in Asia, Amin Nasser, chief executive officer of Saudi oil giant Aramco said at the Energy Intelligence forum on Monday. Oil consumption has increased by around 500,000 barrels per day bpd since the natural gas crunch began, Nasser said, as carried by Bloomberg.  ldquoThere is some shift we have seen from gas to liquids, especially in certain markets in Asia,rdquo the executive noted.  By Tsvetana Paraskova for Oilprice.com",-1,0.9075,"[' ', 'oil', 'prices', 'Tuesday', 'gas', 'level', '$', 'year', 'said', 'price', 'highest']"
Bank Of America Energy Crunch Could Lead To $100 Oil And Economic Crisis,2021-10-01T11:00:00-05:00,"Surging natural gas prices, a cold winter, and reopening of international airline travel could push oil prices to $100 per barrel and trigger the next economic crisis, Bank of America says.  Last month, the bank had already said that oil prices could hit $100 per barrel over the next six months if we have a colder-than-usual winter, which could be the most important driver of global energy markets in the coming months. nbsp  Now Bank of America says that oil potentially soaring to $100 could be the trigger to a global crisis due to high inflationary pressure.  In a note on Friday carried by Bloomberg, BofA said that gas-to-oil switching with record-high natural gas prices could spur a lot of additional oil demand, especially diesel. Then, a colder than usual winter would also push energy demand and prices higher, while a reopening of the U.S. borders for international travel would boost demand for jet fuel.  ldquoIf all these factors come together, oil prices could spike and lead to a second round of inflationary pressures around the world,rdquo BofA analysts wrote in the note.  ldquoPut differently, we may just be one storm away from the next macro hurricane,rdquo the bank says, as carried by Bloomberg.  As oil prices briefly broke above $80 a barrel earlier this week, fears of persistent inflation around the world have risen as commodity prices soar. High prices of energy commodities, including of crude oil, are set to further raise inflation which is already higher than Fed and central banksrsquo targets. Currently, inflationary pressures are seen as mostly transitory. Yet, sustained high oil prices would put more pressure on prices.  BofA is bullish on oil not only in the near term, but in the longer term as well, due to the chronic underinvestment in new supply, driven by last yearrsquos crisis and the net-zero commitments of energy companies and governments.  ldquoA multiyear run up in crude oil prices is now in the cards,rdquo Bank of America notes.  By Tsvetana Paraskova for Oilprice.com",-1,-0.9294,"['prices', 'oil', ' ', '$', 'energy', 'gas', 'winter', '100', 'barrel', 'crisis', 'Bank']"
The Recent Oil Price Rally Can't Be Justified,2021-09-30T18:00:00-05:00,"After a fairytale run that saw Brent temporarily cross the magical $80/bbl mark for the first time in three years, the crude rally has taken a breather thanks to a surprise build in crude inventories.  On Tuesday, the American Petroleum Institute API reported a build in crude oil inventories of 4.127 million barrels for the week ending September 24, contrary to analystsrsquo consensus of a loss of 2.33 million barrels. API had reported a draw in oil inventories of 6.108 million barrels in the previous week, well above expectations of a draw of 2.40 million barrels.  Nevertheless, Brent settled at USD 78.17/bbl on 30th September for a w/w gain of USD 4.25/bbl, while WTI for November delivery rose USD 4.11/bbl w/w to USD 74.25/bbl.nbsp  Despite the latest surprise build, itrsquos worth noting that oil inventories in the United States have drawn down nearly 73 million barrels so far this year - well below pre-pandemic levels. The latest data by the U.S. Energy Information Administration EIA suggests that crude oil inventories in the United States are now 8% under the five-year average for this time of year, at 414 million barrels.  The Standard Chartered commodities desk has offered a rather bearish oil price outlook, arguing that the fundamental case for USD 80/bbl is not any stronger today than it was a few months ago.  The technical side  According to Stanchart strategists, the move in Brent seemed to come straight out of a technical trading textbook the market had held key support last week and then recorded a double inside day consecutive days of lower highs and higher lows before exceeding the 2021 high and breaking out further to the upside.  The move higher also reflected developments in broader risk asset markets, in particular mirroring the market for 10Y US Treasuries. The gains continued along the oil price curve, with further-out values reversing their recent weakness. Brent for delivery five years out gained USD 2.61/bbl w/w, settling at a three-month high of 59.66/bbl on 27 September. Oil prices broke out to the upside, with Brent pushing above USD 80/bbl thanks to highly positive technical factors and supportive cross-asset developments helped the move to USD 80/bbl stick this time, in contrast to the stalled push higher in early July and the subsequent weakness. In the 12 weeks since the failed push higher, prices swung lower by USD 13/bbl before rallying USD 16/bbl back towards USD 80/bbl.nbsp    Stanchart, however, says it remains skeptical that the fundamental case for USD 80/bbl is any stronger today than it was in early July. Indeed, the analysts say market balances have weakened in the intervening period. Market expectations of a strong global stock draw in July were not met, and August and September appear to show slight global surpluses, with global demand having remained flat since June.  The positive shift in market sentiment about oil fundamentals appears to be a crossover from the strength of international gas markets, particularly the sensitivity of markets to a potentially colder-than-normal northern hemisphere winter. Despite mixed weather forecasts, Stanchart says the market may be pricing in lower-than-average temperatures and overstating the boost to oil demand from substitution for gas. In all, significant weather risk appears to be embedded in current prices.nbsp  Comparing medium-term weather forecasts to the colder conditions the market is pricing in, the associated price risk appears to be to the downside.  Biden administration intervenes  With the next OPEC meeting scheduled for 4th October, the big question at this juncture is whether ministers will want to be seen to be doing more to cap prices.  Back in August, Biden exhorted OPEC to do more to control prices at a time when Brent was about USD 8/bbl lower than current levels. That intervention came just after an OPEC meeting and seemed to be primarily intended for a domestic U.S. audience. According to Stanchart, the Biden administration is likely to have repeated this point privately to key producers in advance of the upcoming OPEC meeting and will be expecting more of a response than it got in August when OPEC declined to increase output.  Related Commerce Department Delays Critical Decision On Solar Panel TariffsIndeed, the analysts say therersquos a fair chance that the administration will authorize the release of the strategic oil reserve should OPEC disappoint again and prices continue climbing. In August, for the first time in four years, the Energy Department authorized the release of some of its strategic oil supply to combat a significant fuel shortage in Louisiana following Hurricane Ida.  Rising production  Something else to keep an eye on is rising oil production.  U.S. oil production had been down more than a million bpd over the last couple of weeks, but crude production ticked up for the week ending September 17, to 10.6 million bpndashwith more than 84% of Gulf of Mexico oil producers finally back online after Hurricane Ida made landfall at the end of August.nbsp  The U.S. oil rig count rose by 10 w/w to a 17-month high of 421 for the week ended 24  September, according to the latest Baker-Hughes survey, marking the first consecutive  double-digit increase since April 2017. Four of the 17 Louisiana rigs idled by Hurricane Ida became active again three offshore and one onshore, leaving nine rigs still inactive.  In areas unaffected by Ida, the main w/w gain was Oklahomarsquos four rig increase, taking the statersquos oil rig count to 38.nbsp Within the Permian Basin of West Texas and New Mexico, the Delaware Basin rig count rose by two, while the Midland Basin rig count fell by one, and other Permian activity was unchanged at 21 rigs.  Meanwhile, Libya remains a wildcard, with Libyarsquos Minister of Oil and Gas, Mohamed Oun, recently announcing that the countryrsquos crude oil production has risen to 1.3mb/d, the highest since April 2013. The Libyan government aims to raise production rapidly, although this will  require investment to upgrade and maintain facilities damaged by war and chronic  underinvestment. Libya remains exempt from OPECquotas, so any increases in production will be additive to OPEClsquos current clip of 400,000 b/d per month.  By Alex Kimani for Oilprice.com",1,-0.9325,"[' ', 'oil', 'bbl', 'USD', 'w', 'million', 'production', 'Brent', '80', 'crude', 'barrels']"
